Слово,Сколько раз встретилось
буть,25
отвечять,3
рейс,61
отменный,37
оповещение,11
апельсин,44
больше.👍,1
изобрести,28
закапывать,33
нос,281
ох,308
g,92
веселеть,13
сде,2
делаться,186
жgиу,1
gтоять,3
нарушать,73
традициить,1
скончаться,18
владик,13
сынок,151
тосковать,18
небесный,609
запоминать,17
грамматика,14
утро,1242
сохраняться,25
базовый,19
комплектация,8
гур,1
стеклоподъёмник,7
пасека,7
хватить,810
секунда,102
испортить,103
целый,448
вечность,28
исправить,131
поэтому,934
потеря,325
хмель,2
кисть,54
акварель,9
относиться,329
класть,183
рыдать,40
вслед,16
пишется-красивый,1
украшение,66
🎁,121
😆😆😆,13
особенный,73
воевать,307
множество,54
народность,13
перечислить,52
учебник,58
учиться,705
еврей,222
кстати,338
-не,49
трогать,242
лгать,24
приспосабливаться,6
выгода,35
так✋✋✋✋✋,1
обмануть,102
железный,143
мачо,14
верит💪😁,1
сосать,873
изменить,198
🏃,4
персик,45
приморский,28
край,487
убыток,17
понести,67
благодарить,661
принимать,683
зеркало,160
глянь–черт,1
увидеть,938
мож,70
ст,116
сырой,49
рис,76
обторканый,1
чувак,48
впечатлить,16
фильм,853
красавица,654
кроме,770
чехов,27
альп,2
блин,411
интересно,1384
копейка,379
кованый,2
обман,141
абсурд,26
бабулечка,63
долго-долго,7
радость,758
правнук,54
👍👍👆,1
💪💪💪,5
разделять,38
печаль,86
хилый,29
парка,124
развлечение,37
уебок,192
глодка,2
подержать,27
дмб,11
весна,245
прощать,167
здравствуй,104
выводов.про,1
остаються,1
неудачниками.ич,1
согласный,1077
богатый,395
добиться,130
многого.ь,1
де,97
достаток,71
ус,42
клубника,76
алыча,16
ложа,59
помидорчик,5
черь,3
энгельс,22
бедняжка,24
ооочень,51
класссс,4
расцвет,11
дааааа,14
базарить,17
доходить,71
наказание,164
всторона,1
тишина,214
направить,105
лечение,284
вериться,117
предлагать,327
предложение,231
опустить,139
депутат,569
сенатор,16
т.п.,51
заботиться,101
россиянин,380
рваться,70
кормушка,101
собственный,271
психолог,54
филолог,4
дружище,20
бля,420
долбаеб,83
прочитать,388
дед,451
шляпин,1
война,936
прожить,402
медаль,109
осколок,11
осень,320
учебок,31
камчатка,27
скр,5
резкий,14
товарищ,260
мартиросян,1
кап-три,1
командир,134
корабль,121
взаить,4
понемания,1
приветик,139
познакомица,4
пиш,7
л.ч,2
-го,98
устранять,8
сутки,384
небыть,158
пострадать,146
вредина,5
залезть,84
одуреть,8
осветить,20
прокатить,47
одноклассник,254
помойка,162
стабильно,23
задрать,29
любовница,40
сиська,115
саратовский,35
мост,226
концерт,133
поднялидать,1
хаа,1
запорожаденснуть,1
синий,227
светлый,726
o,199
сомнение,101
создать,447
согласиться,140
безвыходность,3
жаловиться,2
выбор,313
уверенный,159
заставлять,153
убеждаться,27
телекастер,1
уменить,27
сын,1236
кария,2
голубой,220
буква,330
логотипа.😂,1
уродина,22
